Date,Store ID,Product ID,Units Sold,Price,Discount,Inventory Level,Competitor Pricing,Holiday/Promotion,Weather Condition,lag1_units,lag2_units,lag3_units,rolling_3d_avg,price_gap,day_of_week,month,year,is_weekend,promo_flag,weather_idx,next_day_units_sold
2023-03-06,S002,P0007,169,69.61,10,221,69.67,0,Rainy,112.0,167.0,13.0,97.33333333333333,-0.060000000000002274,0,3,2023,0,0,1,158.0
2023-03-07,S002,P0007,158,39.06,20,294,35.72,0,Sunny,169.0,112.0,167.0,149.33333333333334,3.3400000000000034,1,3,2023,0,0,3,98.0
2023-03-08,S002,P0007,98,21.41,10,137,22.98,1,Snowy,158.0,169.0,112.0,146.33333333333334,-1.5700000000000003,2,3,2023,0,1,2,216.0
2023-03-09,S002,P0007,216,70.08,10,252,70.47,1,Cloudy,98.0,158.0,169.0,141.66666666666666,-0.39000000000000057,3,3,2023,0,1,0,177.0
2023-03-10,S002,P0007,177,32.18,10,197,33.03,1,Rainy,216.0,98.0,158.0,157.33333333333334,-0.8500000000000014,4,3,2023,0,1,1,19.0
2023-03-11,S002,P0007,19,18.76,5,101,23.44,0,Rainy,177.0,216.0,98.0,163.66666666666666,-4.68,5,3,2023,1,0,1,237.0
2023-03-12,S002,P0007,237,53.89,15,367,53.34,0,Rainy,19.0,177.0,216.0,137.33333333333334,0.5499999999999972,6,3,2023,1,0,1,158.0
2023-03-13,S002,P0007,158,53.64,15,211,57.76,0,Rainy,237.0,19.0,177.0,144.33333333333334,-4.119999999999997,0,3,2023,0,0,1,285.0
2023-03-14,S002,P0007,285,76.38,10,396,80.73,1,Snowy,158.0,237.0,19.0,138.0,-4.3500000000000085,1,3,2023,0,1,2,13.0
2023-03-15,S002,P0007,13,90.5,20,66,88.12,1,Rainy,285.0,158.0,237.0,226.66666666666666,2.3799999999999955,2,3,2023,0,1,1,190.0
2023-03-16,S002,P0007,190,55.67,20,397,57.19,0,Sunny,13.0,285.0,158.0,152.0,-1.519999999999996,3,3,2023,0,0,3,203.0
2023-03-17,S002,P0007,203,61.0,20,476,56.28,0,Rainy,190.0,13.0,285.0,162.66666666666666,4.719999999999999,4,3,2023,0,0,1,250.0
2023-03-18,S002,P0007,250,80.14,0,414,78.2,0,Snowy,203.0,190.0,13.0,135.33333333333334,1.9399999999999977,5,3,2023,1,0,2,435.0
2023-03-19,S002,P0007,435,37.52,10,448,38.83,1,Cloudy,250.0,203.0,190.0,214.33333333333334,-1.3099999999999952,6,3,2023,1,1,0,114.0
2023-03-20,S002,P0007,114,10.12,5,259,7.5,1,Sunny,435.0,250.0,203.0,296.0,2.619999999999999,0,3,2023,0,1,3,45.0
2023-03-21,S002,P0007,45,40.82,5,305,41.58,1,Rainy,114.0,435.0,250.0,266.3333333333333,-0.759999999999998,1,3,2023,0,1,1,187.0
2023-03-22,S002,P0007,187,60.77,15,225,65.42,1,Snowy,45.0,114.0,435.0,198.0,-4.649999999999999,2,3,2023,0,1,2,184.0
2023-03-23,S002,P0007,184,52.17,10,271,55.43,0,Snowy,187.0,45.0,114.0,115.33333333333333,-3.259999999999998,3,3,2023,0,0,2,87.0
2023-03-24,S002,P0007,87,12.86,5,238,14.63,0,Snowy,184.0,187.0,45.0,138.66666666666666,-1.7700000000000014,4,3,2023,0,0,2,101.0
2023-03-25,S002,P0007,101,39.47,15,335,37.73,1,Cloudy,87.0,184.0,187.0,152.66666666666666,1.740000000000002,5,3,2023,1,1,0,226.0
2023-03-26,S002,P0007,226,13.96,5,394,14.66,0,Sunny,101.0,87.0,184.0,124.0,-0.6999999999999993,6,3,2023,1,0,3,40.0
2023-03-27,S002,P0007,40,77.71,15,104,76.32,1,Cloudy,226.0,101.0,87.0,138.0,1.3900000000000006,0,3,2023,0,1,0,72.0
2023-03-28,S002,P0007,72,44.94,15,163,40.7,0,Snowy,40.0,226.0,101.0,122.33333333333333,4.239999999999995,1,3,2023,0,0,2,58.0
2023-03-29,S002,P0007,58,35.65,20,132,40.05,0,Cloudy,72.0,40.0,226.0,112.66666666666667,-4.399999999999999,2,3,2023,0,0,0,154.0
2023-03-30,S002,P0007,154,39.27,5,235,35.2,0,Rainy,58.0,72.0,40.0,56.666666666666664,4.07,3,3,2023,0,0,1,166.0
2023-03-31,S002,P0007,166,37.77,15,313,40.48,0,Snowy,154.0,58.0,72.0,94.66666666666667,-2.7099999999999937,4,3,2023,0,0,2,14.0
2023-04-01,S002,P0007,14,61.51,10,355,64.72,1,Snowy,166.0,154.0,58.0,126.0,-3.210000000000001,5,4,2023,1,1,2,279.0
2023-04-02,S002,P0007,279,99.52,15,327,98.8,1,Rainy,14.0,166.0,154.0,111.33333333333333,0.7199999999999989,6,4,2023,1,1,1,20.0
2023-04-03,S002,P0007,20,26.8,10,155,27.72,0,Rainy,279.0,14.0,166.0,153.0,-0.9199999999999982,0,4,2023,0,0,1,23.0
2023-04-04,S002,P0007,23,95.08,0,76,92.14,1,Snowy,20.0,279.0,14.0,104.33333333333333,2.9399999999999977,1,4,2023,0,1,2,156.0
2023-04-05,S002,P0007,156,73.51,15,301,72.42,0,Cloudy,23.0,20.0,279.0,107.33333333333333,1.0900000000000034,2,4,2023,0,0,0,49.0
2023-04-06,S002,P0007,49,25.96,10,246,25.14,1,Sunny,156.0,23.0,20.0,66.33333333333333,0.8200000000000003,3,4,2023,0,1,3,10.0
2023-04-07,S002,P0007,10,71.21,10,420,72.92,1,Rainy,49.0,156.0,23.0,76.0,-1.710000000000008,4,4,2023,0,1,1,32.0
2023-04-08,S002,P0007,32,20.7,15,62,21.97,1,Sunny,10.0,49.0,156.0,71.66666666666667,-1.2699999999999996,5,4,2023,1,1,3,329.0
2023-04-09,S002,P0007,329,16.78,5,347,18.84,1,Cloudy,32.0,10.0,49.0,30.333333333333332,-2.0599999999999987,6,4,2023,1,1,0,144.0
2023-04-10,S002,P0007,144,66.05,0,219,64.6,1,Rainy,329.0,32.0,10.0,123.66666666666667,1.4500000000000028,0,4,2023,0,1,1,9.0
2023-04-11,S002,P0007,9,58.41,0,406,58.66,0,Rainy,144.0,329.0,32.0,168.33333333333334,-0.25,1,4,2023,0,0,1,369.0
2023-04-12,S002,P0007,369,87.87,0,487,92.1,0,Snowy,9.0,144.0,329.0,160.66666666666666,-4.22999999999999,2,4,2023,0,0,2,192.0
2023-04-13,S002,P0007,192,80.53,20,202,76.79,0,Sunny,369.0,9.0,144.0,174.0,3.739999999999995,3,4,2023,0,0,3,48.0
2023-04-14,S002,P0007,48,61.73,0,275,59.71,1,Snowy,192.0,369.0,9.0,190.0,2.019999999999996,4,4,2023,0,1,2,5.0
2023-04-15,S002,P0007,5,33.49,0,70,36.9,1,Sunny,48.0,192.0,369.0,203.0,-3.4099999999999966,5,4,2023,1,1,3,161.0
2023-04-16,S002,P0007,161,85.27,5,268,81.05,0,Cloudy,5.0,48.0,192.0,81.66666666666667,4.219999999999999,6,4,2023,1,0,0,200.0
2023-04-17,S002,P0007,200,47.67,15,226,44.49,1,Rainy,161.0,5.0,48.0,71.33333333333333,3.1799999999999997,0,4,2023,0,1,1,76.0
2023-04-18,S002,P0007,76,52.57,5,85,57.54,1,Snowy,200.0,161.0,5.0,122.0,-4.969999999999999,1,4,2023,0,1,2,76.0
2023-04-19,S002,P0007,76,71.58,0,130,69.09,0,Sunny,76.0,200.0,161.0,145.66666666666666,2.489999999999995,2,4,2023,0,0,3,116.0
2023-04-20,S002,P0007,116,94.31,10,235,92.69,1,Cloudy,76.0,76.0,200.0,117.33333333333333,1.6200000000000045,3,4,2023,0,1,0,273.0
2023-04-21,S002,P0007,273,95.35,10,452,90.89,1,Cloudy,116.0,76.0,76.0,89.33333333333333,4.459999999999994,4,4,2023,0,1,0,38.0
2023-04-22,S002,P0007,38,62.7,15,365,67.27,1,Sunny,273.0,116.0,76.0,155.0,-4.569999999999993,5,4,2023,1,1,3,122.0
2023-04-23,S002,P0007,122,50.1,5,220,52.19,1,Sunny,38.0,273.0,116.0,142.33333333333334,-2.0899999999999963,6,4,2023,1,1,3,0.0
2023-04-24,S002,P0007,0,58.35,10,160,57.33,1,Cloudy,122.0,38.0,273.0,144.33333333333334,1.0200000000000031,0,4,2023,0,1,0,335.0
2023-04-25,S002,P0007,335,19.13,5,485,23.21,1,Rainy,0.0,122.0,38.0,53.333333333333336,-4.080000000000002,1,4,2023,0,1,1,211.0
2023-04-26,S002,P0007,211,33.15,5,356,28.79,1,Snowy,335.0,0.0,122.0,152.33333333333334,4.359999999999999,2,4,2023,0,1,2,87.0
2023-04-27,S002,P0007,87,72.89,15,98,76.89,0,Cloudy,211.0,335.0,0.0,182.0,-4.0,3,4,2023,0,0,0,279.0
2023-04-28,S002,P0007,279,16.38,0,285,15.98,1,Sunny,87.0,211.0,335.0,211.0,0.3999999999999986,4,4,2023,0,1,3,419.0
2023-04-29,S002,P0007,419,72.94,15,436,74.07,1,Sunny,279.0,87.0,211.0,192.33333333333334,-1.1299999999999955,5,4,2023,1,1,3,425.0
2023-04-30,S002,P0007,425,67.27,10,452,68.15,1,Snowy,419.0,279.0,87.0,261.6666666666667,-0.8800000000000097,6,4,2023,1,1,2,91.0
2023-05-01,S002,P0007,91,87.87,10,459,90.52,1,Cloudy,425.0,419.0,279.0,374.3333333333333,-2.6499999999999915,0,5,2023,0,1,0,162.0
2023-05-02,S002,P0007,162,49.23,5,375,51.36,0,Cloudy,91.0,425.0,419.0,311.6666666666667,-2.1300000000000026,1,5,2023,0,0,0,144.0
2023-05-03,S002,P0007,144,88.6,5,282,86.75,1,Rainy,162.0,91.0,425.0,226.0,1.8499999999999943,2,5,2023,0,1,1,357.0
2023-05-04,S002,P0007,357,23.12,15,417,24.6,1,Sunny,144.0,162.0,91.0,132.33333333333334,-1.4800000000000004,3,5,2023,0,1,3,198.0
2023-05-05,S002,P0007,198,87.96,20,333,90.07,0,Cloudy,357.0,144.0,162.0,221.0,-2.1099999999999994,4,5,2023,0,0,0,35.0
2023-05-06,S002,P0007,35,84.44,0,310,82.4,1,Sunny,198.0,357.0,144.0,233.0,2.039999999999992,5,5,2023,1,1,3,108.0
2023-05-07,S002,P0007,108,69.42,20,465,73.6,0,Sunny,35.0,198.0,357.0,196.66666666666666,-4.179999999999993,6,5,2023,1,0,3,83.0
2023-05-08,S002,P0007,83,37.58,20,330,36.1,0,Sunny,108.0,35.0,198.0,113.66666666666667,1.4799999999999969,0,5,2023,0,0,3,397.0
2023-05-09,S002,P0007,397,54.89,10,497,53.82,1,Sunny,83.0,108.0,35.0,75.33333333333333,1.0700000000000003,1,5,2023,0,1,3,163.0
2023-05-10,S002,P0007,163,98.31,10,468,102.76,1,Rainy,397.0,83.0,108.0,196.0,-4.450000000000003,2,5,2023,0,1,1,223.0
2023-05-11,S002,P0007,223,10.01,0,386,11.81,0,Sunny,163.0,397.0,83.0,214.33333333333334,-1.8000000000000007,3,5,2023,0,0,3,103.0
2023-05-12,S002,P0007,103,87.03,0,245,88.4,0,Snowy,223.0,163.0,397.0,261.0,-1.3700000000000045,4,5,2023,0,0,2,132.0
2023-05-13,S002,P0007,132,88.14,10,150,87.35,1,Snowy,103.0,223.0,163.0,163.0,0.7900000000000063,5,5,2023,1,1,2,212.0
2023-05-14,S002,P0007,212,27.06,0,291,29.54,1,Cloudy,132.0,103.0,223.0,152.66666666666666,-2.4800000000000004,6,5,2023,1,1,0,137.0
2023-05-15,S002,P0007,137,79.26,5,349,78.38,1,Cloudy,212.0,132.0,103.0,149.0,0.8800000000000097,0,5,2023,0,1,0,86.0
2023-05-16,S002,P0007,86,53.07,10,330,55.67,1,Snowy,137.0,212.0,132.0,160.33333333333334,-2.6000000000000014,1,5,2023,0,1,2,33.0
2023-05-17,S002,P0007,33,94.42,20,51,97.0,1,Sunny,86.0,137.0,212.0,145.0,-2.5799999999999983,2,5,2023,0,1,3,131.0
2023-05-18,S002,P0007,131,14.36,20,293,13.55,0,Snowy,33.0,86.0,137.0,85.33333333333333,0.8099999999999987,3,5,2023,0,0,2,91.0
2023-05-19,S002,P0007,91,60.97,20,343,57.05,0,Snowy,131.0,33.0,86.0,83.33333333333333,3.9200000000000017,4,5,2023,0,0,2,89.0
2023-05-20,S002,P0007,89,99.53,20,307,102.81,1,Rainy,91.0,131.0,33.0,85.0,-3.280000000000001,5,5,2023,1,1,1,284.0
2023-05-21,S002,P0007,284,22.8,10,300,19.55,1,Cloudy,89.0,91.0,131.0,103.66666666666667,3.25,6,5,2023,1,1,0,34.0
2023-05-22,S002,P0007,34,96.98,0,175,98.6,1,Rainy,284.0,89.0,91.0,154.66666666666666,-1.6199999999999903,0,5,2023,0,1,1,1.0
2023-05-23,S002,P0007,1,80.62,15,76,76.76,0,Cloudy,34.0,284.0,89.0,135.66666666666666,3.8599999999999994,1,5,2023,0,0,0,111.0
2023-05-24,S002,P0007,111,71.5,15,167,68.98,1,Sunny,1.0,34.0,284.0,106.33333333333333,2.519999999999996,2,5,2023,0,1,3,69.0
2023-05-25,S002,P0007,69,55.48,0,284,50.79,1,Rainy,111.0,1.0,34.0,48.666666666666664,4.689999999999998,3,5,2023,0,1,1,56.0
2023-05-26,S002,P0007,56,84.84,5,324,87.45,1,Sunny,69.0,111.0,1.0,60.333333333333336,-2.6099999999999994,4,5,2023,0,1,3,186.0
2023-05-27,S002,P0007,186,67.45,15,328,69.13,1,Sunny,56.0,69.0,111.0,78.66666666666667,-1.6799999999999926,5,5,2023,1,1,3,92.0
2023-05-28,S002,P0007,92,98.37,10,175,99.37,1,Rainy,186.0,56.0,69.0,103.66666666666667,-1.0,6,5,2023,1,1,1,136.0
2023-05-29,S002,P0007,136,88.45,15,302,88.59,0,Sunny,92.0,186.0,56.0,111.33333333333333,-0.14000000000000057,0,5,2023,0,0,3,17.0
2023-05-30,S002,P0007,17,39.6,15,136,39.26,1,Rainy,136.0,92.0,186.0,138.0,0.3400000000000034,1,5,2023,0,1,1,351.0
2023-05-31,S002,P0007,351,92.04,10,487,88.69,0,Cloudy,17.0,136.0,92.0,81.66666666666667,3.3500000000000085,2,5,2023,0,0,0,48.0
2023-06-01,S002,P0007,48,11.69,20,335,8.61,0,Sunny,351.0,17.0,136.0,168.0,3.08,3,6,2023,0,0,3,258.0
2023-06-02,S002,P0007,258,94.93,15,361,93.49,0,Sunny,48.0,351.0,17.0,138.66666666666666,1.440000000000012,4,6,2023,0,0,3,7.0
2023-06-03,S002,P0007,7,64.62,20,302,67.01,1,Cloudy,258.0,48.0,351.0,219.0,-2.3900000000000006,5,6,2023,1,1,0,31.0
2023-06-04,S002,P0007,31,93.51,5,65,95.39,0,Snowy,7.0,258.0,48.0,104.33333333333333,-1.8799999999999955,6,6,2023,1,0,2,325.0
2023-06-05,S002,P0007,325,54.45,0,328,55.2,1,Cloudy,31.0,7.0,258.0,98.66666666666667,-0.75,0,6,2023,0,1,0,65.0
2023-06-06,S002,P0007,65,98.11,20,428,94.2,0,Cloudy,325.0,31.0,7.0,121.0,3.9099999999999966,1,6,2023,0,0,0,235.0
2023-06-07,S002,P0007,235,42.97,20,412,43.68,1,Snowy,65.0,325.0,31.0,140.33333333333334,-0.7100000000000009,2,6,2023,0,1,2,75.0
2023-06-08,S002,P0007,75,86.12,5,218,82.18,1,Cloudy,235.0,65.0,325.0,208.33333333333334,3.9399999999999977,3,6,2023,0,1,0,49.0
2023-06-09,S002,P0007,49,39.44,15,58,34.58,1,Cloudy,75.0,235.0,65.0,125.0,4.859999999999999,4,6,2023,0,1,0,109.0
2023-06-10,S002,P0007,109,94.42,5,121,97.16,0,Snowy,49.0,75.0,235.0,119.66666666666667,-2.739999999999995,5,6,2023,1,0,2,56.0
2023-06-11,S002,P0007,56,43.04,15,359,39.35,0,Snowy,109.0,49.0,75.0,77.66666666666667,3.6899999999999977,6,6,2023,1,0,2,35.0
2023-06-12,S002,P0007,35,61.03,5,92,61.3,1,Rainy,56.0,109.0,49.0,71.33333333333333,-0.269999999999996,0,6,2023,0,1,1,10.0
2023-06-13,S002,P0007,10,71.73,5,314,76.33,1,Snowy,35.0,56.0,109.0,66.66666666666667,-4.599999999999994,1,6,2023,0,1,2,62.0
2023-06-14,S002,P0007,62,21.14,0,120,17.66,0,Sunny,10.0,35.0,56.0,33.666666666666664,3.4800000000000004,2,6,2023,0,0,3,91.0
2023-06-15,S002,P0007,91,31.98,0,437,28.56,1,Sunny,62.0,10.0,35.0,35.666666666666664,3.4200000000000017,3,6,2023,0,1,3,262.0
2023-06-16,S002,P0007,262,26.61,20,377,30.47,1,Sunny,91.0,62.0,10.0,54.333333333333336,-3.8599999999999994,4,6,2023,0,1,3,221.0
2023-06-17,S002,P0007,221,78.16,5,229,80.37,0,Cloudy,262.0,91.0,62.0,138.33333333333334,-2.210000000000008,5,6,2023,1,0,0,85.0
2023-06-18,S002,P0007,85,36.45,0,385,35.85,1,Snowy,221.0,262.0,91.0,191.33333333333334,0.6000000000000014,6,6,2023,1,1,2,186.0
2023-06-19,S002,P0007,186,61.26,20,363,64.32,0,Snowy,85.0,221.0,262.0,189.33333333333334,-3.059999999999995,0,6,2023,0,0,2,102.0
2023-06-20,S002,P0007,102,25.41,5,258,20.98,1,Cloudy,186.0,85.0,221.0,164.0,4.43,1,6,2023,0,1,0,107.0
2023-06-21,S002,P0007,107,13.97,10,164,13.44,1,Snowy,102.0,186.0,85.0,124.33333333333333,0.5300000000000011,2,6,2023,0,1,2,147.0
2023-06-22,S002,P0007,147,73.23,0,393,76.61,0,Rainy,107.0,102.0,186.0,131.66666666666666,-3.3799999999999955,3,6,2023,0,0,1,13.0
2023-06-23,S002,P0007,13,42.72,5,304,46.07,1,Sunny,147.0,107.0,102.0,118.66666666666667,-3.3500000000000014,4,6,2023,0,1,3,252.0
2023-06-24,S002,P0007,252,11.92,0,433,10.76,1,Cloudy,13.0,147.0,107.0,89.0,1.1600000000000001,5,6,2023,1,1,0,12.0
2023-06-25,S002,P0007,12,88.9,20,432,90.72,0,Sunny,252.0,13.0,147.0,137.33333333333334,-1.8199999999999932,6,6,2023,1,0,3,106.0
2023-06-26,S002,P0007,106,67.12,15,446,67.82,0,Cloudy,12.0,252.0,13.0,92.33333333333333,-0.6999999999999886,0,6,2023,0,0,0,277.0
2023-06-27,S002,P0007,277,44.37,5,470,41.65,1,Rainy,106.0,12.0,252.0,123.33333333333333,2.719999999999999,1,6,2023,0,1,1,99.0
2023-06-28,S002,P0007,99,67.36,15,284,70.96,1,Sunny,277.0,106.0,12.0,131.66666666666666,-3.5999999999999943,2,6,2023,0,1,3,228.0
2023-06-29,S002,P0007,228,74.61,0,320,77.51,0,Snowy,99.0,277.0,106.0,160.66666666666666,-2.9000000000000057,3,6,2023,0,0,2,52.0
2023-06-30,S002,P0007,52,33.39,5,72,32.06,0,Snowy,228.0,99.0,277.0,201.33333333333334,1.3299999999999983,4,6,2023,0,0,2,52.0
2023-07-01,S002,P0007,52,68.69,15,258,68.63,1,Cloudy,52.0,228.0,99.0,126.33333333333333,0.060000000000002274,5,7,2023,1,1,0,71.0
2023-07-02,S002,P0007,71,61.21,20,128,62.76,1,Sunny,52.0,52.0,228.0,110.66666666666667,-1.5499999999999972,6,7,2023,1,1,3,95.0
2023-07-03,S002,P0007,95,11.65,10,294,11.8,0,Snowy,71.0,52.0,52.0,58.333333333333336,-0.15000000000000036,0,7,2023,0,0,2,97.0
2023-07-04,S002,P0007,97,20.65,5,310,19.55,0,Rainy,95.0,71.0,52.0,72.66666666666667,1.0999999999999979,1,7,2023,0,0,1,115.0
2023-07-05,S002,P0007,115,60.83,5,241,61.46,1,Sunny,97.0,95.0,71.0,87.66666666666667,-0.6300000000000026,2,7,2023,0,1,3,120.0
2023-07-06,S002,P0007,120,22.44,15,398,18.59,1,Sunny,115.0,97.0,95.0,102.33333333333333,3.8500000000000014,3,7,2023,0,1,3,200.0
2023-07-07,S002,P0007,200,15.23,15,427,13.49,1,Sunny,120.0,115.0,97.0,110.66666666666667,1.7400000000000002,4,7,2023,0,1,3,298.0
2023-07-08,S002,P0007,298,53.73,15,313,49.99,1,Sunny,200.0,120.0,115.0,145.0,3.739999999999995,5,7,2023,1,1,3,42.0
2023-07-09,S002,P0007,42,64.33,15,216,66.67,1,Snowy,298.0,200.0,120.0,206.0,-2.3400000000000034,6,7,2023,1,1,2,103.0
2023-07-10,S002,P0007,103,41.45,10,153,45.44,0,Sunny,42.0,298.0,200.0,180.0,-3.989999999999995,0,7,2023,0,0,3,61.0
2023-07-11,S002,P0007,61,91.3,20,103,94.75,0,Snowy,103.0,42.0,298.0,147.66666666666666,-3.450000000000003,1,7,2023,0,0,2,27.0
2023-07-12,S002,P0007,27,86.95,5,102,86.16,0,Snowy,61.0,103.0,42.0,68.66666666666667,0.7900000000000063,2,7,2023,0,0,2,156.0
2023-07-13,S002,P0007,156,89.89,0,299,90.66,1,Cloudy,27.0,61.0,103.0,63.666666666666664,-0.769999999999996,3,7,2023,0,1,0,59.0
2023-07-14,S002,P0007,59,49.24,0,110,44.51,1,Sunny,156.0,27.0,61.0,81.33333333333333,4.730000000000004,4,7,2023,0,1,3,95.0
2023-07-15,S002,P0007,95,61.73,5,382,65.71,1,Snowy,59.0,156.0,27.0,80.66666666666667,-3.979999999999997,5,7,2023,1,1,2,157.0
2023-07-16,S002,P0007,157,34.64,0,171,32.59,1,Sunny,95.0,59.0,156.0,103.33333333333333,2.049999999999997,6,7,2023,1,1,3,355.0
2023-07-17,S002,P0007,355,41.29,0,385,44.37,0,Rainy,157.0,95.0,59.0,103.66666666666667,-3.0799999999999983,0,7,2023,0,0,1,16.0
2023-07-18,S002,P0007,16,11.33,10,356,15.94,0,Rainy,355.0,157.0,95.0,202.33333333333334,-4.609999999999999,1,7,2023,0,0,1,46.0
2023-07-19,S002,P0007,46,10.91,5,115,13.99,0,Rainy,16.0,355.0,157.0,176.0,-3.08,2,7,2023,0,0,1,18.0
2023-07-20,S002,P0007,18,21.65,0,362,19.62,0,Rainy,46.0,16.0,355.0,139.0,2.0299999999999976,3,7,2023,0,0,1,126.0
2023-07-21,S002,P0007,126,89.26,20,327,85.32,1,Sunny,18.0,46.0,16.0,26.666666666666668,3.940000000000012,4,7,2023,0,1,3,234.0
2023-07-22,S002,P0007,234,11.18,5,380,6.64,0,Cloudy,126.0,18.0,46.0,63.333333333333336,4.54,5,7,2023,1,0,0,10.0
2023-07-23,S002,P0007,10,50.57,15,497,55.15,1,Sunny,234.0,126.0,18.0,126.0,-4.579999999999998,6,7,2023,1,1,3,52.0
2023-07-24,S002,P0007,52,95.33,20,229,95.29,0,Cloudy,10.0,234.0,126.0,123.33333333333333,0.03999999999999204,0,7,2023,0,0,0,96.0
2023-07-25,S002,P0007,96,41.12,5,349,41.79,0,Snowy,52.0,10.0,234.0,98.66666666666667,-0.6700000000000017,1,7,2023,0,0,2,15.0
2023-07-26,S002,P0007,15,22.05,15,296,22.75,1,Cloudy,96.0,52.0,10.0,52.666666666666664,-0.6999999999999993,2,7,2023,0,1,0,74.0
2023-07-27,S002,P0007,74,34.63,5,278,37.66,1,Sunny,15.0,96.0,52.0,54.333333333333336,-3.029999999999994,3,7,2023,0,1,3,53.0
2023-07-28,S002,P0007,53,68.04,15,145,64.58,1,Snowy,74.0,15.0,96.0,61.666666666666664,3.460000000000008,4,7,2023,0,1,2,286.0
2023-07-29,S002,P0007,286,13.82,15,474,8.89,0,Sunny,53.0,74.0,15.0,47.333333333333336,4.93,5,7,2023,1,0,3,91.0
2023-07-30,S002,P0007,91,28.49,5,122,25.78,1,Sunny,286.0,53.0,74.0,137.66666666666666,2.7099999999999973,6,7,2023,1,1,3,299.0
2023-07-31,S002,P0007,299,87.25,0,330,85.74,0,Cloudy,91.0,286.0,53.0,143.33333333333334,1.5100000000000051,0,7,2023,0,0,0,241.0
2023-08-01,S002,P0007,241,63.51,5,393,67.21,0,Cloudy,299.0,91.0,286.0,225.33333333333334,-3.6999999999999957,1,8,2023,0,0,0,334.0
2023-08-02,S002,P0007,334,49.86,0,487,45.4,0,Rainy,241.0,299.0,91.0,210.33333333333334,4.460000000000001,2,8,2023,0,0,1,308.0
2023-08-03,S002,P0007,308,60.89,20,351,60.46,1,Snowy,334.0,241.0,299.0,291.3333333333333,0.4299999999999997,3,8,2023,0,1,2,181.0
2023-08-04,S002,P0007,181,21.98,20,233,18.23,1,Snowy,308.0,334.0,241.0,294.3333333333333,3.75,4,8,2023,0,1,2,197.0
2023-08-05,S002,P0007,197,30.76,20,450,34.77,0,Rainy,181.0,308.0,334.0,274.3333333333333,-4.010000000000002,5,8,2023,1,0,1,14.0
2023-08-06,S002,P0007,14,42.67,10,62,42.02,0,Sunny,197.0,181.0,308.0,228.66666666666666,0.6499999999999986,6,8,2023,1,0,3,230.0
2023-08-07,S002,P0007,230,42.19,5,298,45.92,1,Rainy,14.0,197.0,181.0,130.66666666666666,-3.730000000000004,0,8,2023,0,1,1,23.0
2023-08-08,S002,P0007,23,12.59,10,175,16.96,0,Rainy,230.0,14.0,197.0,147.0,-4.370000000000001,1,8,2023,0,0,1,14.0
2023-08-09,S002,P0007,14,77.06,15,198,73.5,1,Rainy,23.0,230.0,14.0,89.0,3.5600000000000023,2,8,2023,0,1,1,200.0
2023-08-10,S002,P0007,200,53.68,20,231,48.75,1,Snowy,14.0,23.0,230.0,89.0,4.93,3,8,2023,0,1,2,50.0
2023-08-11,S002,P0007,50,12.45,0,161,10.69,0,Rainy,200.0,14.0,23.0,79.0,1.7599999999999998,4,8,2023,0,0,1,87.0
2023-08-12,S002,P0007,87,91.77,5,125,92.52,1,Snowy,50.0,200.0,14.0,88.0,-0.75,5,8,2023,1,1,2,273.0
2023-08-13,S002,P0007,273,21.53,15,439,21.77,1,Snowy,87.0,50.0,200.0,112.33333333333333,-0.23999999999999844,6,8,2023,1,1,2,15.0
2023-08-14,S002,P0007,15,45.71,0,139,46.35,0,Sunny,273.0,87.0,50.0,136.66666666666666,-0.6400000000000006,0,8,2023,0,0,3,242.0
2023-08-15,S002,P0007,242,74.17,15,457,71.09,1,Cloudy,15.0,273.0,87.0,125.0,3.0799999999999983,1,8,2023,0,1,0,70.0
2023-08-16,S002,P0007,70,20.17,10,219,17.24,0,Snowy,242.0,15.0,273.0,176.66666666666666,2.9300000000000033,2,8,2023,0,0,2,211.0
2023-08-17,S002,P0007,211,51.59,10,238,51.23,1,Cloudy,70.0,242.0,15.0,109.0,0.36000000000000654,3,8,2023,0,1,0,265.0
2023-08-18,S002,P0007,265,55.81,10,471,52.88,0,Sunny,211.0,70.0,242.0,174.33333333333334,2.9299999999999997,4,8,2023,0,0,3,29.0
2023-08-19,S002,P0007,29,45.74,5,83,44.06,1,Snowy,265.0,211.0,70.0,182.0,1.6799999999999997,5,8,2023,1,1,2,244.0
2023-08-20,S002,P0007,244,62.27,5,309,66.19,1,Sunny,29.0,265.0,211.0,168.33333333333334,-3.9199999999999946,6,8,2023,1,1,3,196.0
2023-08-21,S002,P0007,196,88.33,20,387,92.03,0,Snowy,244.0,29.0,265.0,179.33333333333334,-3.700000000000003,0,8,2023,0,0,2,42.0
2023-08-22,S002,P0007,42,39.44,10,64,40.34,1,Rainy,196.0,244.0,29.0,156.33333333333334,-0.9000000000000057,1,8,2023,0,1,1,244.0
2023-08-23,S002,P0007,244,20.54,10,417,15.71,1,Sunny,42.0,196.0,244.0,160.66666666666666,4.829999999999998,2,8,2023,0,1,3,361.0
2023-08-24,S002,P0007,361,80.51,10,450,85.15,1,Cloudy,244.0,42.0,196.0,160.66666666666666,-4.640000000000001,3,8,2023,0,1,0,240.0
2023-08-25,S002,P0007,240,78.27,20,481,77.25,1,Sunny,361.0,244.0,42.0,215.66666666666666,1.019999999999996,4,8,2023,0,1,3,75.0
